text,label
2020 Beta di endorse artis 2021 Delta di endorse artis 2022 Omicron di endorse artis  Dana koped cair lagi PCR laku lagi Bisnis karantina laris lagi PPKM di terapkan lagi Ada yg dirumahkan lagi Ada yg terpaksa pinjol lagi Rakyat menjerit lagi   https://t.co/AULyrEYnAm,3
"@adhitoge @detwooo @corbuzier @senhalim Tahun lalu gue gak keluar negeri karena omicron, biasanya karena gapunya uang..",2
Kapolri Ingatkan Pentingnya Vaksinasi Mencegah Penularan Omicron  https://t.co/urkiHOp1qV,1
"@kompascom Org kaya kebanyakan uang jadi gatal kaki nya kalau tidak ke Luar negeri,mana mau mereka mendengar himbauan pemerintah, org kaya itu rata rata egois,ya bagus jg kena omicron biar bisa jadi pelajaran bagi yg lain",3
@Askrlfess dari turki pulang ke Indonesia bawa kebab ❌ dari turki pulang ke Indonesia bawa omicron✔️,2
"@bo111n @nny_3991 @tanyakanrl buset dikira beban negara hanya perihal ""DUIT"" kali sampe bilang isolasi mandiri pake biaya sendiri, dengan masuknya omicron yg dibawa sama orang dari luar negeri aja udah nambah beban negara.",3
Kalo liburan di luar negri pulangnya jangan bawa omicron dong mas..kesian yg disini liburan gak bisa tapi ketularan omicron ..eh susah lagi nanti dapet RS..,3
Makanya Klu Pergi Itu Jangan Taunya Bwt Huhuhaha... Jangan Lari Dari Tanggung Jawab Klu Kek Gini Siapa yg Disalahin #omicron #bayarutang #purapuralupa #kelewataoooi,3
"Aakkk knp sih ada liburan ke luar negri dulu ?? Artis emg suka egois mentang2 banyak duid. Kzl dekkhh dnger as*anty kena omicron.🤬 Bukan pengen ngedoain jd nya, malah pengen ngegerutu 🤬",3
@kompascom Ya berarti klo omicron nyebar kemari tau ya gara2 siapa,2
"Alasan ke Turki macem2 pdhl krn masuk Turki gapake karantina aja, cukup PCR negatif, makanya rame orang liburan ke Turki. Tp jadinya tempat nyebar Omicron jg dr sana.",2
Orang kaya kena omicron karena ngabisin uang dengan jalan2. Sementara si miskin kena omicron karena harus cari uang utk bertahan hidup.,2
Kalo yg endorse artis jadi nih omicron 😏😏,3
"Momennya pas untuk ngepush promosi omicron. Apalagi masih H- jauh dari Lebaran. Semua udah tau kok sekarang, puncak promonya di Lebaran. Seperti biasa disanalah anggaran turun. Coba aja capture",2
Pemkot Surabaya Pastikan Tangani Pasien Omicron Sesuai Anjuran Menkes  https://t.co/31a5kgtBkE,1
Omicron sudah di endorse artis.. alamat gak bisa mudik lebaran,3
WHO Tetap Puji Persiapan Tiongkok Jelang Olimpiade Beijing Meski Ada Omicron dan 'Panen' Boikot #Internasional  https://t.co/NNv3QhC00t  https://t.co/e4WjaNmW3e,2
"Bentar lagi kan lebaran, kek nya gak boleh mudik gara-gara omicron.",2
@mutingiss omicron bukasih?,2
udah mulai rame omicron nih 😢,2
"@CNNIndonesia Udah tau ini musim omicron di Eropa eh malah liburan kesana, iya sih itu duit duit lu tp di masa pandemi gini kenapa nafsunya gak ditahan dulu? Dan Anang suaminya kan anggota DPR, kok gak kasih teladan yg baek sih? Anyway, semoga cepat pulih  deh",3
"….ternyata kontennya, instead of travelling malah lebih banyak event ketika singgah, dan ngadain gigs di kota setempat. Bukan hal yang bijak sih saat kasus Omicron mulai menanjak naik",2
Omicron ini ancaman nyata,2
"Buat artis yg pulang dari turki kena omicron, MODARO SUU ASU! bikin semua pada takut aja.",3
Pilih mana kenalan sama aku atau omicron?,2
Pemkot Tangerang Antisipasi Lonjakan Covid-19 Varian Omicron  https://t.co/TUFCEfDWC5,2
Vaksin Covid-19 yang dikembangkan pertama kali disebut WHO masih mampu mengurangi keparahan akibat infeksi Omicron. WHO pun mendorong agar semua orang segera mendapatkan vaksinasi agar munculnya varian-varian baru Covid-19 dapat diminimalisasi,1
@CNNIndonesia Kamu bawa omicron dari cappocadia? Its not my dream,2
@Flamboyan59 @corbuzier .. Omicron masuk Jakarta. Itu gubernurnya gak mau diundang podcast lagi? Tanyain ttg kemajuan lab covid gitu misalnya.,2
"Perlu Diwaspadai Para orang Tua, Gejala Omicron pada Anak  https://t.co/NKcAwv9e3G",2
Info yang santer akan ada ppkm pengetatan akibat jumlah pasien omicron meningkat. Nyesel tinggal di Jakarta yg banyak orang kaya hobi jalan2 pulang bawa penyakit. Mending jadi orang sunda kelapa jalan2 pulang bawa gulden,1
@Askrlfess Pdhal negara luar lg krisis omicron malah dijabanin ama ni artis 🤣 Trus balik2 bawa aja tu penyakit ye sampe2 berjilid2 lagi ppkm nih.,2
"Ditanya Mau Jadi Gubernur, Wagub Ariza: Kita Lagi Mikirin Omicron   #Sindonews #BukanBeritaBiasa . https://t.co/pHIsz0KIGQ",2
"Omicron sudah menyebar ke mana-mana , Tetap Disiplin Prokes  https://t.co/lhW4pP0ZYD",1
"Liburan ke Turki oleh-olehnya Omicron, yang di PPKM satu Indonesia.",2
@CNNIndonesia Makasih yang udah nyumbang omicron Siap ppkm lg kita Jng lupa nanti kalian edukasi ke kita di rumah aja Gluck,1
"Komentar Annisa Bahar Soal Omicron Bikin Pro Kontra, Sebut Sudah Endorse Artis  https://t.co/yzfqteRL9B",3
Thailand Perketat Persyaratan Masuk karena Omicron  https://t.co/WSwdsBQ9uk,2
"Kabar Baik dari WHO, Vaksin Sinovac Masih Manjur Lawan Omicron Organisasi Kesehatan",1
Omicron Memukul Pemulihan Sektor Ritel Inggris  https://t.co/cxln4EIPIE  https://t.co/F13E0D3owA,1
@cuteeeegurls bahas artis kena omicron,2
"@Abdulghofursub Liat ada berita, katanya yang kena omicron kebanyakan yang udah vaksin lengkap wkwkwk",3
"Udah mbatin sih, liat artis2 pd jalan ke LN liburan pdhl di luar lg naik case omicron, kek apa pada gak takut gt lho? Pulang2 bw oleh2 omicron beneran kan",2
"@kuusikissaa Iya, mbak. Kehantam omicron ini kayaknya. Lagi merebak banget di US. 😅  Alhamdulillah gejala ringan. Mgkn krn udah vaksin dan booster juga.   Amin. Matur nuwun. 🙏",1
"@KompasTV Kami bukan sekedar jalan"", tapi jg bawa oleh"" omicron bwt rakyat jelata. Anying lo.",3
"Gara2 omicron makin takut kemana2, badan juga lg gak fit. Masalahnya tu omicron ini bebarengan sm aku sakit dan sakit kali ini lama bgt woi sembuhnya dah hampir 2 minggu lebih batuk terus. Udah pcr dll tu negatif tp ttp aja batuk2 terus hm.",1
"@CNNIndonesia Kata teman kantorku, 'prediksi' di bulan Ramadhan diklaim penyebaran omicron akan sangat tinggi sehingga PPKM diterapkan nasional alias kembali dilarang mudik 🤔",1
Annisa Bahar Nyeletuk Singgung Artis Diendorse Covid Usai Ashanty Diduga Positif Omicron #AnnisaBahar #Ashanty  https://t.co/qFXg5sj98d  https://t.co/rof4NV0mHz,3
"Apapun yang terjadi nanti di Indonesia, tetaplah bernafas man-teman.  -Omicron",1
otw duta omicron indonesia = adsense youtube melambung.,2
@StopPlandemit Dana 2022 omicron 2x lebih gede daripada delta...pengen insentif tuhh..,3
"@Sabihazadd @AYawakiti @Endriyw @corbuzier Apaan sianying, org pada bahas si ashanty kena omicron, lu sangkut pautin sama agama dan umat. Waras?!?",3
@CNNIndonesia Yaa... ashanty ppsitif Omicron dibesar2rin.. Asal tau aja ya.. Omluhut lebih menakutkan dibanding Omicron 😂,3
"Ampun! Teror Omicron Belum Selesai, Flurona Sudah Renggut Satu Nyawa  https://t.co/ETGypVijE3 #News #Internasional",3
Nobody:  Jemaah umrah Malaysia bawa pulang omicron &amp; T20s:  https://t.co/Ka5cryb1lw,2
Siapa yang mengeluhkan gejala Omicron yang lebih ringan dari jenis sebelumnya?  https://t.co/kPs0vbxNuI,2
"dengan laju infeksi seperti sekarang, omicron akan menggantikan delta.. selanjutnya? kita lihat saja. xD",2
Semoga omicron tidak menghambat kencan pertama ku,2
Pakar Kesehatan Beberkan Fakta Omicron: Bisa Mengalami Perburukan Juga   #Sindonews #BukanBeritaBiasa . https://t.co/5kAOuRvBXo,2
"271 Kasus Omicron di DKI Berasal dari LN, 40 Kasus Transmisi Lokal  https://t.co/73ATtQqoxo",2
Gue merasa kok kek kita sebenernya dah berdampingan sm omicron tp karna emng gejalanya lebih ringan jd dikira masuk angin biasa.,1
Omicron dah masuk indo aja. Tambah tapering. Mo gimana kang jual keliling?,2
Cara Mudah Membedakan Gejala Covid-19 Omicron dengan Flu atau Batuk Pilek Biasa  https://t.co/lxoIls78ar,1
@ditugaskann yaelah ngab nanem rambut pulang2 bw omicron,3
@CNNIndonesia Kalau orang berduit pan tinggal nyogok ke om omicron  Apa susahnya ?,3
@yogrishiramdev @indiatvnews Omicron kmkb 💯,1
asyanti positif omicron jirr,3
@SugistyaA @kompascom Oleh² :  Pernak pernik/ gantungan kunci ❎   Omicron virus ☑,2
"@CNNIndonesia Gada kabar yg lebih parah kalian para holang kaya?  Noh dibawain oleh"" omicron nih indo sama holang kaya ya ges ya",3
@namharailua @yaudahloh @emilmarioo Omicron ini menyebalkan. Menggagalkan banyak rencana,3
"@PRFMnews Jgn gara2 bisa pergi seenaknya keluar negeri, pulang bawa omicron ke Indonesia, mikir dong efeknya ke orang lain. ..",3
Kamar sebalah gua omicron pisan yang jemput segambreng pake APD wkwkw,2
"@e100ss Alam sudah semakin ganas, gitu pemerintah masih aja ngebesar besarin corona, omicron, delta, flurona dkk. Kebacut gak due ati",3
Tangkal Varian Omicron Dengan Taat Prokes  https://t.co/hCfxkD11PV,1
"Mau para pejabat, artis, orang kaya sekalipun tidak pergi liburan keluar negri disaat varian omicron sedang merebak, pasti si omi masuk2 aja lah ke indo, merebak rebak juga nanti karena kan katanya varian ini penularannya lebih cepat. Cuman tu artis, atau artis yang jadi pejabat",2
Bukan Salah Sang Artis Tertular Varian Omicron yang Baru Datang dari Luar Negeri  https://t.co/OT7XdqkpPI,1
"@hestiyoo @detikcom Memang mantap kontribusi artis ini, turut nyebarin omicron gelombang awal di Indo. Terus nanti nyebar luas, akhirnya rakyat sengsara karena ada yg dipecat lagi, susah dagang lagi, susah cari kerja dll. Sementara si artis ketawa-ketiwi, tetap bisa makan enak, di rumah mewahnya.",2
FYI om kasus omicron ini d Indonesia bahkan udah terdeteksi 254 kasus per Desember loh..tp knp ya ga d publish?giliran artis? ramee 🤣🤪🤪,2
"Lanjut Ke 4. MILIYARAN JOBKER LOHHHHHHH ORANG"" STRESS NYARI KERJA GA DAPET"" KARENA PANDEMI INI. DAN BEBERAPA TINGKAT PPKM. MEREKA HARUS FIGHT BGT!!!!!! ADILLLLLL GA? KITA STRESSSS MEREKA BAHAGIA DAN MEREKA MEMBAWA VIRUS OMICRON. SUBHANALLAHHH INNALILAHI ASTAGFIRULLAHHHHHHHH",3
@kolmipy abis omicron apa lg ya,2
Yaelah goblok. emang ada yang niat pengen kena omicron dari orang yang “gak punya niat nyebarin”?,3
Orang Kaya pada bawa oleh2 omicron Dari luar negri ....Corvid memang dimulai Dari orang2 Kaya ....@corbuzier,3
Boro” gue mikirin omicron. Mikirin diri sendiri aja masih ga becus.,2
"Tadi sempet liattt ada twit, lupa ga tau siapaa lah yg ngomongin para artis liburan keluar negeri entah luar negeri mana entah kemana pokonya luar negeri. Ya Allah udah tau ada Omicron ah entahlah apa itu. Tapi tetep nekaddd yah INNALILAHI WAINNAILAIHI ROJIUN :)",1
"@oreorasaeskrim @Askrlfess ya begitulah orng berduit suka meyepelehkan segala sesuatu, udh tau rentan masih aja keluar negri padahal kasus omicron di luar negri tinggi bgt",2
WHO menyampaikan kabar terbaru terkait efektivitas vaksin Sinovac melawan varian Omicron. Seperti apa perkembangannya? Berikut penjelasannya.,1
"Ya, omicron kurang bahaya berbanding varian lain tetapi ada satu catch, kadar ia merebak itu tertinggi setakat ini. Jadi kalau kadar kematian dia yang sikit itu pun sebenarnya banyak. Jadi jangan pandang remeh.  https://t.co/HXcDEFk1Ek",1
Kalo omicron nyebar  Terus dilarang mudik lagi.  PEMERINTAH ENGGA RUGI GAK ADA MUDIK MASIF?  MUDIK KAN MULTIPLIER EKONOMI,3
"@MASirdatama Belum, ini alokasi awal tahun memang untuk yang Omicron. Nanti tengah tahun beda lagi.",2
"@ngeantuk tadinya, pdhal tiket mdn jkt murah cuma 600an, trs dibilang disana banyak omicron auto batal dah tbl tbl",2
"Tangkal Omicron, Satgas Terapkan Kebijakan Karantina Tanpa Pandang Bulu #covid #delmicron #florona #omicron  https://t.co/umuUSFr1jO",1
Omicron bakalan kayad covid-19 g y,2
"@CNNIndonesia Pasti tu omicron ganteng dan sopan,,jdi dibawa deh ma Ashanty ke Indonesia🤔🤔🤔",2
"Lpstu nanti antivaxx cakap, saudi buat konsert tkde plak kena omicron. Jemaah umrah jgk yg ada omicron. Puak2 diorg lah ni. Tapi still salahkan org lain. Aptb.",3
kok jadi kyk mau kolek omicron 😭😭,2
"@tsetiady @raplee Secara gejala sih alhamdulillah ringan: batuk, pilek, pusing, sempat ada sesak tapi hanya sementara.  Kurang tahu gejalanya ringan krn memang Omicron ini ringan, atau kena gejala ringan krn vaksin dan booster yg menjaga dari keparahan lebih lanjut. Either way, I am grateful.",1
@devinjastona Mau sih kalo gk ada omicron,2
Bukan cuma itu. Yang bawa omicron masuk ke Indonesia adalah manusia2 yg udah divaksin.,2
"@lelezhr @dsuperboy wkwkw masa iye 21 x konsul tugas akhir gue ga di acc , temen gue 5x di acc pdhl satu pembimbing ame die ternyata ada dendam ame tante gue 🥲🥲 gue yg kena imbas nya kayak Ashanti yg positif omicron yg kena dampak nya 1 Indonesia wkwkwkw",2
@Vnot4Vendetta @Ravenchriss Yuk omicron bisa yuk,2
"@tsetiady @raplee Kayaknya ini saya termasuk yg kena Omicron kalau dilihat dari gejalanya.  Sudah suntik vaksin (JnJ) &amp; booster (Moderna). Jarang keluar rmh dan selalu pakai masker di luar rmh. Tapi sekali lengah krn makan bareng indoor dan satu mobil bareng-bareng, langsung positif berjamaah. 😅",1
Inkubasinya omicron brp hari sih dok?,2
"Orang indonesia tuh bandel bandel sih,begini deh jadinya Huhfff siap siap ae gelombang 3 Auto lebaran gk bisa mudik lagi ini mah gara gara omicron  https://t.co/f37vTHfJYY",2
"@Askrlfess Ngapa si pada ke turki hey,cappadocia tai kucing giliran kena omicron ketar ketir",3
"@WendyTangmar @brokebutcoolx @eslsye @kumparan Bukan masalah salah atau benar.. tetapi lebih kepada kepedulian. Gak ke LN di masa Omicron mengganas ini juga gak masalah kan? Gak akan mati kalau gak ke LN kan? Resiko yg ditanggung bukan pribadi saja tapi juga oleh 1 negara lebih besar, jika memaksakan ke LN 😥",2
Ada artis bawa oleh² dari turki  #Omicron  https://t.co/YqnBtxlw8I,3
"Keknya gua udh kena omicron sekitar akhir desember, tiba2 aja tenggorokan sakit, gatel, batuk cuma sedikit, semingguan ngilang gitu aj.",1
Wali Kota Medan Bobby Nasution mengingatkan jajarannya agar mewaspadai penyebaran COVID-19 varian Omicron di Ibu Kota Provinsi Sumatera Utara itu.  https://t.co/QJ03lD7blo,1
"@DivHumas_Polri "" Tolong dijawab min ' kalau sdh vaksin tapi msh kena Omicron juga ' lantas apa gunanya vaksin ? ' dan kenapa vaksin meski berjilid2 ' seperti serial sinetron ?",3
"@corbuzier Jiaahh elah baru omicron aja dah pd heboh, nih gua 'ompimpa alayum gambreng' biasa aja. 🤣  Elu gak tau sih yg pegang spanduk bertuliskan: ""ISU KESEHATAN AKAN DIJADIKAN KOMODITAS EKONOMI &amp; POLITIK"" siapa? #IndonesianPapers .  Noh yg kupluk hitam, perhatikan mukanya.  https://t.co/djT3UOMVbh",3
"Ancaman gelombang 3 ""mungkin"" akan terjadi di waktu dekat. prepare yourself, Sinovac - Pfizer unimmuneable for Omicron.",1
"lulusan terbaik HI apasi koordinat dong, ogut ga sempet apdett trus yg positif omicron tuh siapa, trus ini kenawhy jadi pada ngeributin orang tiktokan hasss pada ngomongin apa aja sih ga ngerti",2
Peneliti Khawatirkan Peningkatan Transmisi Lokal Omicron  https://t.co/5iuJeGFpli #omicroncovidmutasipenularan,1
@hafizkenny Yang sudah lengkap cucuk vaksin buleh positif omicron juga.,2
@abidinembek @corbuzier Kalau ke Bali gak dilarang pemerintah. Apan omicron asalnya dr luar nagreg. Bukan dari Bali,2
hamdalah ternyata konser di eropa sm us ditunda dari tadi gue khawatir klo mereka beneran jadi ke luar negeri kan lagi marak virus omicron huhu takut kenapa napa,1
@daffadinegoro Liat perkembangan omicron dulu deh,1
"Antisipasi Lonjakan Kasus Omicron, Pemkot Tangerang Siapkan Ruang Perawatan Khususon 07/01/2022 at 3:33 pm  https://t.co/0DdsNYuhcH",1
"aneh banget, udah tau ada omicron masi aje liburan ke ln",3
@PartaiSocmed ape sih tum.....omicron udah ada di Indo sebelum keluarga ini positif,2
fucksin 2x ga akan ampuh buat omicron muehehe,3
Nah kan! Nah kan! Nah kan!  Pulang-pulang bawa omicron kan!  Makanya ngga usah sok-sok an!  Kalau udah gini..mau salahin siapa coba! Semoga bisa sembuh deh!  Ampun!,3
"SpP: Kalau PCR (+) nggak terlalu penting Omicron atau bukan karena sampai saat ini tatalaksana obat masih sama, namun isolasi perlu diperketat dan pertimbangkan matang2, jangan isoman kalau ragu2 atau curiga omicron (kasus dari luar negeri).",1
"Nanya langsung sama SpPK + SpP di RS, ternyata jawabannya:  SpPK: Omicron masih punya gen E dan N2, jadi saat PCR di lab yg ga cek gen S, hasil PCR nya masih bisa (+), tapi,dari lab tersebut ga bisa deteksi SARSCoV-2 ini yang Omicron atau tidak. Jadi butuh Whole Genome Sequence.",1
Anggota DPR Gus Nabil Sebut Indonesia Lebih Siap Hadapi Omicron  https://t.co/PxxZC7iBjC,1
@pieapell @txtdrkaumbengek nnti keluarga atau kerabat nya mati atau dianya sendiri kena omicron nangess.,3
omicron kontol,3
"WHO mengatakan, varian Omicron diketahui tidak menyebabkan penyakit parah, tetapi lebih cepat menular dibandingkan varian sebelumnya.  https://t.co/21A6Qq2NXG",1
tunggu kes Omicron smpai 10k sehari baru buat lockdown hehehe,2
"Cegah Varian Omicron Meluas, Satgas Covid-19 Tegaskan Lagi Pentingnya Protokol Kesehatan  Yuk! Selalu Taat #Prokes !  https://t.co/z5RBfRufSF",1
"@Muslim_AntiPKI2 Orang sesak nafaspun dibilang Omicron, tunggu ada yg mokat orang kabinet ajalah baru percaya.",3
gue emang males sekolah offline tapi kalo online lagi gausah karna omicron plis,1
"@woo8ez varian omicron katanya, jd ditunda",2
Gak kaget sih mereka pulang-pulang bawa oleh-oleh Omicron. Dulu sempat nonton Ikatan Cinta A&amp;A yg jalan-jalan di Turki gak pada pake masker.,2
@CenayangFilm Ini yg namanya varian omicron?,2
"@viAtha_th @Isroyani5 Gw curiga, jejangan Omicron ini efek samping dr 2x Vaksin?",3
"Tadi baca artikel di web BBC untuk orang awam, nemu gambar ini dan jadi penasaran.   Kalau patokannya deteksi gen S (surface), sedangkan yang ku tau kebanyakan lab hanya deteksi gen E, N2, RdRP, tapi ga ada yg nulis gen S. Berarti ga bisa deteksi Omicron dong?  https://t.co/2gz8SOBvHM",1
"Tengok orang pergi Istanbul, jejak Hagia Sophia rasa ingin dikabul, Tapi Omicron datang terpacul, mungkin molek sahaja ke pulau Mabul.",3
"@K_W411 Kaum hedonis yang nggak tahu diri.  Sudah tahu lg rame omicron,  eh malah kelayapan ke mana2....",3
@kopiiareng Kalo ke turki lo mau w kasi oleh² omicron bukannya kebab?,3
"Omicron adalah oleh-oleh si kaya untuk si miskin. Bukan nyinyir tapi ya, ini tu keadaannya darurat, mbok tolong to. Nuraninya itu lho, dipake. Empatinya lho.""  (Bu Tejo, 2020)",3
"tlonk yg indo harap bersabar ingat, lg omicron gblog😔🖐🏻",3
@syahidao6 @chickinchickinc @corbuzier Bukan larangan tapi pemerintah menganjurkan untuk menahan dulu untuk tidak bepergian keluar negeri mengingatkan varian baru omicron terutama negara2 yg terinfeksi dgn jumlah aktif tinggi.,1
yaa tp gimana ya.. daripada amit2 kenapa2 kan soalnya omicron di europe emg lagi kacau bgt,1
"@CNNIndonesia yang mau umroh aja harus bersabar karena umrohnya ditunda dengan alasan adanya varian omicron, koq bisa ya dia liburan ke turki? akan lebih baik untuk menunda liburan ke luar negeri untuk menunjukkan rasa empati. klo udah kejadian begini, siapa yang paling dirugikan!?",2
Cara Mudah Membedakan Gejala Covid-19 Omicron dengan Flu atau Batuk Pilek Biasa    https://t.co/5OhXckzDNm lewat @tribunpontianak,2
omicron mulai meresahkan,2
"@rasabiruh @tubirfess Mereka lupa pernah hidup susah dan cuma makan Indomie,disaat dikasih rejeki bagus pada norak pamer kemewahan dapat virus omicron, tar jangan ada cerita jatuh miskin lagi. Nangis lagi makan Indomie lagi, doa rakyat kecil yg kesel dg tingkah okb",3
PT. Importir Resmi Omicron Indonesia,2
"@celciussnwoo gaadaa varian bgtu, ajinomoto omicron",1
"Belanda perketat masuknya warga negara asing yang masuk ke wilayah mereka, terutama dari Afrika Selatan, Inggris Amerika serikat, Singapura, India, Kanada dan tentu saja bekas jajahannya Indonesia,guna mencegah meluasnya omicron di bekas penjajah Indonesia tersebut.",2
"@ErSatArema021 @yunartowijaya Tapi virusnya bukan Omicron, tpi Om...Om.",2
@SyarifHidyt Bukann.. Itu istilah untuk gejala penyakit covid omicron yg mix sama influenza 😂,2
"Kita juga sudah siapkan untuk vaksinasi booster untuk mengantisipasi Omicron. Jadi dipastikan stoknya masih ada,” ujar Menkes. #TargetVaksinTercapai  https://t.co/6cDKabxSRD",1
"@notesinsecrecy_ Ga ngerti, masalahnya dulu dia tuh sempet kritis krn kena covid berbarengan dg kondisi lupus doi, sampe wkt itu pernah dia ke Amrik bawa keluarganya se-RT dg dalih berobat. Ini keluar negeri lg ke Turki pas omicron disono lg naik, alasannya pun krn ""udh lama g ketemu keluarga"" 😜",2
Trauma delta blm hilang ini dah omicron aza 🙏 ya allah,1
"@dindmrr Dia tuh wkt itu pernah dind keluar negeri ke Amrik tahun 2021 apa kl gasalah, trus kena covid sampe kritis nyari nyari kasian netizen krn dia lupus/autoimun kan. Trus ini ke Turki lagi, kena omicron. Bgst bgt emg kdg org kyk ginu",3
"Ayo omicron menyebarlah, biar nakes"" bisa klaim insentif untuk nikah dan bayar cicilan",3
"Deddy Corbuzier Sindir Artis yang Pulang Liburan di Turki Langsung Terpapar Omicron: Mantap, Gelombang 3! - Galamedia News - Galamedia News  https://t.co/ZszYsyj1Kb",3
Setelah aku baca sedikit article berkenaan AZ booster boleh mencegah dari variant Omicron jadi aku yakin untuk teruskan kesinambungan AZ. Hidup AZ!,1
"Emir Qatar kembali mewajibkan warganya untuk memakai masker selama berada di dalam dan luar ruangan, Qatar perketat masuknya warga negara asing ke negaranya, terutama dari Afrika Selatan, Inggris, Singapura, Indonesia, India, Amerika serikat dan uni Eropa cegah meluasnya omicron",1
"@schfess kalo aku malah kebalikannya. gapapa pulang sore asalkan ga PTM 100%, takut woy rame banget mana sekarang omicron makin menjadi 😢",2
@IDGoonerscom keluarga AH positif omicron min,2
"Bnrkah klaim arti Omikron virus akhir zaman?  https://t.co/ji2f7CbOYV  Cek Fakta  https://t.co/VTsiQ4vvy2, klaim arti Omicron virus akhir zaman tdk bnr  #PasukanSemut #JalinPersatuan  🔰 @kianzanetta3 @denni_sauya @Semut2Semut @sur_viv4l @Ghurem2 @Rei_Dania @theT4ntryS1 @dalbo_27",3
"Eh ini lagi, ke cappadocia, alasannya karena udh lama ga ketemu keluarga besar.  Hello sistur, Indonesia nih luas ya, Anda kan bisa miluh destinasi lokal aja, gausah ke luar negeri dimana benua itu lagi naik kasus omicron scr drastis. Ap g mikir.",3
"https://t.co/uA3yeYeZb2 Vaksinasi Merdeka Anak Usia 6-11 Tahun bertujuan untuk mendukung PTM yang mulai dilaksanakan pada pekan ini.melindungi anak dari paparan Covid-19, khususnya varian baru Omicron yang perkembangannya cukup cepat. @jokowi",1
COVID-19 varian Omicron masih terus menyebar di Indonesia. Saat ini jumlahnya berkembang semakin banyak usai mengalami kenaikan kasus. Bagaimana gejalanya?  https://t.co/7aS8Sa6rxf,2
"Duh Gusti! Belum kelar Omicron, dan saya belum vaksin sama sekali, dunia udah digemparkan lagi dengan 'IHU' atau B.1640.2.  Varian yg ditemukan di Prancis ini diberi nama IHU karena sesuai dengan laporan peneliti di Prancis Selatan, Institut IHU Mediterranee Infection.",3
"Artis satu yg abis pulang dari cappadocia, iti emsng bebal. Dia awal udh sadar pny penyakit autoimun, udh pernah kena covid, masih aja omicron delta merajalela keluar negeri bareng 1 keluarganya.   Cuma satu: Dia ga kasian sama anaknya sendiri ya? Seorang Ibu loh.",3
yatuhann lindungi saya dr omicron,1
Omicron sih ya dadine btc mungkin panic,2
Ditengah omicron dan carut marut kerusuhan ini gua hanya berpasrah saja,2
@I_Am_MrJr Omicron Virus,2
Oleh-oleh yang tak diinginkan  #Omicron,2
"Sehat kita semua ya, di manapun kita berada.  Tetap jaga kesehatan selama pandemi. Yg sakit smoga lekas sembuh,yg sehat tetap jaga kondisi agar tetap sehat. #omicron belum berakhir. Mari yg belum #vaksin agar segera mengikuti anjuran pemerintah demi kesehatan bangsa kita.",1
@jiosekel kalo kata aku sih omicron,2
Presiden Joko Widodo : Ayo Bersama sama kita menjaga dan berupaya agar varian Virus Omicron Tidak Meluas di Tanah Air  https://t.co/n8dHdfHuuX,1
@Askrlfess HAHAH ngga kaget sih.. secara di luar lg heboh bgt sama kasus omicron dan masih nekat buat keluar negeri hmm yaa org seegois ini minta doa ke netizen tp penyakit dicari sendiri. Shame on you!!,3
"Sudah 64 Kasus Omicron Tercatat, Masyarakat Indonesia Diimbau Tetap Mengikuti Protokol Kesehatan  https://t.co/jz6Zm7ppbG",1
Semoga ibu itu gak diangkat jadi duta omicron.,2
"Aduh sorry emosi bgt apalagi liat postingan dia yg ini. Dia bilang kecuali saya membawa virus baru ini, baru kalian boleh caci maki. Aduh bunda ashanty yang jalan-jalan yang kena getahnya satu indonesia dibawain oleh-oleh virus omicron.  https://t.co/dpHiNhbdJO",3
Berasa deja vu sama omicron ini,2
"RI melaporkan total 254 kasus COVID-19 varian Omicron. Mayoritas bergejala batuk dan pilek, lantas bagaimana membedakan infeksi varian Omicron dengan flu biasa?  https://t.co/LqKzotN0w5",2
Plis jgn sampe wisuda offline gue batal grgr omicron.,1
"@kumparan Kasian Ashanti mana sakit lupus, kena varian omicron pula. Semoga lekas sembuh",1
"@kumparan Kasian Ashanti mana sakit lupus, kena varian omicron pula. Semoga lekas sembuh",2
"Penthouse Protokol dong 😭, akibat Lydia pulang dari Cappadocia kena virus Omicron",1
"Beneran full karantina itu rombongan? kan biasanya ada pengecualian buat fabric pigur 🤣🤣  Orang lagi pada ketar ketika krn omicron, ini rombongan cuek aja ke Turki. Hadeeh ...",3
"Duta besar RI untuk Qatar membenarkan bahwa saat ini Qatar resmi memasuki fase gelombang ketiga Covid-19 di negaranya, apalagi saat ini, Qatar mengalami peningkatan jumlah kasus omicron di negaranya, KBRI Doha minta WNI untuk tidak datang ke Qatar jika tidak begitu penting.",2
@jaymyoneandonly kta gw bakal onlen lagi omicron udh banyak bgt,2
"Cegah varian Omicron meluas, satgas Covid-19 tegaskan lagi pentingnya protokol kesehatan  https://t.co/csGkNi4SqH",1
"Liburan Kala Kasus Omicron Tinggi di New York, Bunga Zainal Parno  https://t.co/WS9uOryaOG",2
"Artis Orang kaya abis pada ke turki pulang,positif omicron  Nnti klo pemberlakuan PPKM lg ,orang kaya ngomong nya ""lebih baik dirumah saja""  Pdhl yang pada miskin mana bisa bgth,buat nyambung hidup cari uang ,orang kaya diem di rumah juga. duit juga dateng 😌",2
gak sih takutnya udah terlanjur beli tiket booking hotel segala macem ternyata ntar ada kebijakan baru kalau tanpa pentonton gara2 omicron 🤣🤣🤣,2
